Breakdown,Bank,12/31/2023,12/31/2022,12/31/2021,12/31/2020
Normalized Income,TFC,"4,303,120","7,027,338","7,101,710","5,188,060"
Reconciled Depreciation,TFC,"1,215,000","1,366,000","1,384,000","1,608,000"
Net Income from Continuing Operation Net Minority Interest,TFC,"-1,091,000","6,260,000","6,440,000","4,482,000"
Total Unusual Items Excluding Goodwill,TFC,"-6,828,000","-939,000","-822,000","-860,000"
Total Unusual Items,TFC,"-6,828,000","-939,000","-822,000","-860,000"
Tax Rate for Calcs,TFC,0,0,0,0
Tax Effect of Unusual Items,TFC,"-1,433,880","-171,662","-160,290","-153,940"
Total Revenue,IBKR,"7,787,000","4,192,000","2,940,000","2,420,000"
Operating Revenue,IBKR,"7,590,000","4,008,000","2,722,000","2,245,000"
Cost of Revenue,IBKR,"913,000","778,000","635,000","618,000"
Gross Profit,IBKR,"6,874,000","3,414,000","2,305,000","1,802,000"
Operating Expense,IBKR,"351,000","288,000","289,000","331,000"
Selling General and Administrative,IBKR,"252,000","198,000","209,000","262,000"
General & Administrative Expense,IBKR,"252,000","198,000","209,000","262,000"
Salaries and Wages,IBKR,-,-,-,"325,000"
Rental & Landing Fees,IBKR,-,"90,000","80,000","69,000"
Other G and A,IBKR,"252,000","198,000","209,000","262,000"
Depreciation Amortization Depletion,IBKR,"99,000","90,000","80,000","69,000"
Depreciation & amortization,IBKR,"99,000","90,000","80,000","69,000"
Other Operating Expenses,IBKR,-,-,"-35,000","-78,000"
Operating Income,IBKR,"6,523,000","3,126,000","2,016,000","1,471,000"
Net Non Operating Interest Income Expense,IBKR,"-3,436,000","-1,018,000","-224,000","-261,000"
Interest Expense Non Operating,IBKR,"3,436,000","1,018,000","224,000","261,000"
Other Income Expense,IBKR,"-18,000","-110,000","-5,000","46,000"
Gain on Sale of Security,IBKR,"-80,000","-100,000","-37,000","-19,000"
Special Income Charges,IBKR,"-7,000","-3,000","-3,000","-13,000"
Write Off,IBKR,"7,000","3,000","3,000","13,000"
Other Non Operating Income Expenses,IBKR,"69,000","-7,000","35,000","59,000"
Pretax Income,IBKR,"3,069,000","1,998,000","1,787,000","1,256,000"
Tax Provision,IBKR,"257,000","156,000","151,000","77,000"
Net Income Common Stockholders,IBKR,"600,000","380,000","308,000","195,000"
Net Income,IBKR,"600,000","380,000","308,000","195,000"
Net Income Including Non-Controlling Interests,IBKR,"2,812,000","1,842,000","1,636,000","1,179,000"
Net Income Continuous Operations,IBKR,"2,812,000","1,842,000","1,636,000","1,179,000"
Minority Interests,IBKR,"-2,212,000","-1,462,000","-1,328,000","-984,000"
Diluted NI Available to Com Stockholders,IBKR,"600,000","380,000","308,000","195,000"
Basic EPS,IBKR,5.72,3.78,3.27,2.44
Diluted EPS,IBKR,5.67,3.75,3.24,2.42
Basic Average Shares,IBKR,"104,965","100,460","94,168","79,939"
Diluted Average Shares,IBKR,"105,847","101,300","95,010","80,639"
Rent Expense Supplemental,IBKR,-,"90,000","80,000","69,000"
Total Expenses,IBKR,"1,264,000","1,066,000","924,000","949,000"
Net Income from Continuing & Discontinued Operation,IBKR,"600,000","380,000","308,000","195,000"
Normalized Income,IBKR,"679,692","474,966","344,640","207,207"
Interest Income,IBKR,-,-,-,"1,133,000"
Interest Expense,IBKR,"3,436,000","1,018,000","224,000","261,000"
Net Interest Income,IBKR,"-3,436,000","-1,018,000","-224,000","-261,000"
EBIT,IBKR,"6,505,000","3,016,000","2,011,000","1,517,000"
EBITDA,IBKR,"6,604,000","3,106,000","2,091,000","1,586,000"
Reconciled Cost of Revenue,IBKR,"918,000","784,000","641,000","625,000"
Reconciled Depreciation,IBKR,"94,000","84,000","74,000","62,000"
Net Income from Continuing Operation Net Minority Interest,IBKR,"600,000","380,000","308,000","195,000"
Total Unusual Items Excluding Goodwill,IBKR,"-87,000","-103,000","-40,000","-13,000"
Total Unusual Items,IBKR,"-87,000","-103,000","-40,000","-13,000"
Normalized EBITDA,IBKR,"6,691,000","3,209,000","2,131,000","1,599,000"
Tax Rate for Calcs,IBKR,0,0,0,0
Tax Effect of Unusual Items,IBKR,"-7,308","-8,034","-3,360",-793
Total Revenue,BSBR,"39,965,346","43,173,381","48,674,623","32,552,681"
Net Interest Income,BSBR,"46,884,034","47,503,177","51,318,466","44,442,712"
Interest Income,BSBR,"128,282,707","115,225,118","77,987,308","62,774,940"
Interest Income from Loans And Lease,BSBR,"83,565,406","76,318,358","56,891,040","45,622,554"
Interest Income from Loans,BSBR,"83,565,406","76,318,358","56,891,040","45,622,554"
Interest Income from Securities,BSBR,"24,195,031","22,001,700","16,957,840","13,556,403"
Interest Income from Deposits,BSBR,"13,807,832","10,202,362","2,581,083","1,552,121"
Other Interest Income,BSBR,"6,714,438","6,702,698","1,557,345","2,043,862"
Interest Expense,BSBR,"81,398,673","67,721,941","26,668,842","18,332,228"
Interest Expense for Deposit,BSBR,"58,372,266","45,245,690","17,900,355","11,831,552"
Interest Expense for Long Term Debt And Capital Securities,BSBR,"6,924,538","7,815,302","5,439,247","3,695,335"
Other Interest Expense,BSBR,"16,101,869","14,660,949","3,329,240","2,805,341"
Non Interest Income,BSBR,"-6,918,688","-4,329,796","-2,643,843","-11,890,031"
Fees And Commissions,BSBR,"14,472,288","13,858,117","14,379,119","15,532,560"
Fees & Commission Income,BSBR,"21,287,101","20,219,960","19,493,907","19,911,053"
Service Charge on Depositor Accounts,BSBR,"4,985,327","4,875,221","5,085,889","5,101,755"
Trust Fees by Commissions,BSBR,"1,190,870","1,031,786","946,061","754,493"
Credit Card,BSBR,"6,528,718","5,890,549","5,208,160","6,300,583"
Other Customer Services,BSBR,"8,582,186","8,422,404","8,253,797","7,754,222"
Fees & Commission Expense,BSBR,"6,814,813","6,361,843","5,114,788","4,378,493"
Investment Banking Profit,BSBR,"1,167,677","1,017,763","894,182","695,654"
Foreign Exchange Trading Gains,BSBR,"1,065,167","545,890","-2,002,286","-24,700,962"
Gain Losson Saleof Assets,BSBR,"-24,338,183","-20,637,340","-16,828,942","-4,209,922"
Gain on Sale of Security,BSBR,"-24,338,183","-20,637,340","-16,828,942","-4,209,922"
Gain on Saleof Investment Property,BSBR,-,"109,127","47,625","77,463"
Other Non Interest Income,BSBR,"714,363","885,774","914,084","792,639"
Credit Losses Provision,BSBR,"-4,424,412","-1,215,490","-2,179,417","-1,656,547"
Non Interest Expense,BSBR,"23,733,744","22,552,391","21,783,803","21,359,236"
Occupancy And Equipment,BSBR,-,-,-,"2,355,310"
Equipment,BSBR,-,-,-,"2,355,310"
Professional Expense And Contract Services Expense,BSBR,"1,884,892","1,802,948","1,828,795","1,851,646"
Selling General and Administrative,BSBR,"18,068,023","16,776,663","15,758,984","15,411,232"
General & Administrative Expense,BSBR,"17,546,059","16,236,070","15,137,559","14,757,057"
Salaries and Wages,BSBR,"10,813,926","9,896,995","9,025,702","8,871,482"
Insurance & Claims,BSBR,"590,204","510,425","496,175","444,636"
Other G and A,BSBR,"6,141,929","5,828,650","5,615,682","5,440,939"
Selling & Marketing Expense,BSBR,"521,964","540,593","621,425","654,175"
Depreciation Amortization Depletion,BSBR,"2,740,950","2,585,502","2,433,921","2,579,127"
Depreciation & amortization,BSBR,"2,740,950","2,585,502","2,433,921","2,579,127"
Depreciation,BSBR,"1,841,616","1,860,043","1,850,780","2,039,805"
Amortization,BSBR,"899,334","725,459","583,141","539,322"
Amortization of Intangibles,BSBR,"899,334","725,459","583,141","539,322"
Other Non Interest Expense,BSBR,"1,039,879","1,387,278","1,762,103","1,517,231"
Income from Associates & Other Participating Interests,BSBR,"239,236","199,179","144,184","112,261"
Special Income Charges,BSBR,"-124,775","-29,952","-105,257","14,816"
Impairment of Capital Assets,BSBR,"19,473","31,251","30,160","66,269"
Write Off,BSBR,"230,700","130,183","135,639","18,639"
Other Special Charges,BSBR,"-125,398","-131,482","-60,542","-99,724"
Other Non Operating Income Expenses,BSBR,-,-,-,"-872,510"
Pretax Income,BSBR,"11,921,651","19,574,727","24,750,329","9,663,975"
Tax Provision,BSBR,"2,422,839","5,235,252","9,191,005","-3,786,778"
Net Income Common Stockholders,BSBR,"4,587,598","6,936,588","7,535,924","6,511,367"
Net Income,BSBR,"9,449,313","14,287,093","15,528,052","13,418,529"
Net Income Including Non-Controlling Interests,BSBR,"9,498,812","14,339,475","15,559,324","13,450,753"
Net Income Continuous Operations,BSBR,"9,498,812","14,339,475","15,559,324","13,450,753"
Minority Interests,BSBR,"-49,499","-52,382","-31,272","-32,224"
Preferred Stock Dividends,BSBR,"4,861,715","7,350,505","7,992,128","6,907,162"
Diluted NI Available to Com Stockholders,BSBR,"4,587,598","6,936,588","7,535,924","6,511,367"
Basic EPS,BSBR,1.21,1.83k,1.98k,1.71
Diluted EPS,BSBR,1.21,1.83k,1.98k,1.71
Basic Average Shares,BSBR,"3,795,082","3,787,533","3,802,851","3,800,140"
Diluted Average Shares,BSBR,"3,795,082","3,787,533","3,802,851","3,800,140"
Interest Income after Provision for Loan Loss,BSBR,"42,459,622","46,287,687","49,139,049","42,786,165"
Net Income from Continuing & Discontinued Operation,BSBR,"9,449,313","14,287,093","15,528,052","13,418,529"
Normalized Income,BSBR,"9,548,734","14,309,036","15,594,222","13,408,750"
Total Money Market Investments,BSBR,"13,807,832","10,202,362","2,581,083","1,552,121"
Reconciled Depreciation,BSBR,"2,740,950","2,585,502","2,433,921","2,579,127"
Net Income from Continuing Operation Net Minority Interest,BSBR,"9,449,313","14,287,093","15,528,052","13,418,529"
Total Unusual Items Excluding Goodwill,BSBR,"-124,775","-29,952","-105,257","14,816"
Total Unusual Items,BSBR,"-124,775","-29,952","-105,257","14,816"
Tax Rate for Calcs,BSBR,0,0,0,0
Tax Effect of Unusual Items,BSBR,"-25,354","-8,009","-39,087","5,037"
Total Revenue,BCS,"25,384,000","24,729,000","21,954,000","21,615,000"
Net Interest Income,BCS,"12,709,000","10,572,000","8,073,000","8,122,000"
Interest Income,BCS,"35,075,000","19,096,000","11,240,000","11,892,000"
Interest Expense,BCS,"22,366,000","8,524,000","3,167,000","3,770,000"
Non Interest Income,BCS,"12,675,000","14,157,000","13,881,000","13,493,000"
Fees And Commissions,BCS,"4,416,000","4,562,000","4,249,000","3,704,000"
Fees & Commission Income,BCS,"8,008,000","7,600,000","6,455,000","5,774,000"
Fees & Commission Expense,BCS,"3,592,000","3,038,000","2,206,000","2,070,000"
Dividend Income,BCS,0,"31,000","20,000","37,000"
Income from Associates & Other Participating Interests,BCS,"-9,000","6,000","260,000","6,000"
Special Income Charges,BCS,"-1,558,000","-1,586,000","-1,096,000","-432,000"
Restructuring & Mergers Acquisition,BCS,"452,000","-7,000","296,000","102,000"
Impairment of Capital Assets,BCS,"363,000","63,000","403,000","194,000"
Write Off,BCS,-,-,-,"2,000"
Other Special Charges,BCS,"743,000","1,530,000","397,000","136,000"
Pretax Income,BCS,"6,557,000","7,012,000","8,194,000","3,065,000"
Tax Provision,BCS,"1,234,000","1,039,000","1,138,000","604,000"
Net Income Common Stockholders,BCS,"4,274,000","5,023,000","6,205,000","1,526,000"
Net Income,BCS,"5,259,000","5,928,000","7,009,000","2,383,000"
Net Income Including Non-Controlling Interests,BCS,"5,323,000","5,973,000","7,056,000","2,461,000"
Net Income Continuous Operations,BCS,"5,323,000","5,973,000","7,056,000","2,461,000"
Net Income Extraordinary,BCS,-,-,"-804,000","-857,000"
Minority Interests,BCS,"-64,000","-45,000","-47,000","-78,000"
Diluted NI Available to Com Stockholders,BCS,"4,274,000","5,023,000","6,205,000","1,526,000"
Basic EPS,BCS,1.11,1.23,1.50,0.35
Diluted EPS,BCS,1.08,1.19,1.46,0.34
Basic Average Shares,BCS,"3,861,250","4,083,250","4,246,250","4,325,000"
Diluted Average Shares,BCS,"3,973,750","4,216,750","4,355,000","4,417,000"
Net Income from Continuing & Discontinued Operation,BCS,"5,259,000","5,928,000","7,009,000","2,383,000"
Normalized Income,BCS,"6,524,096","7,279,272","7,952,656","2,729,869"
Reconciled Depreciation,BCS,"1,784,000","1,723,000","1,673,000","1,734,000"
Net Income from Continuing Operation Net Minority Interest,BCS,"5,259,000","5,928,000","7,009,000","2,383,000"
Total Unusual Items Excluding Goodwill,BCS,"-1,558,000","-1,586,000","-1,096,000","-432,000"
Total Unusual Items,BCS,"-1,558,000","-1,586,000","-1,096,000","-432,000"
Tax Rate for Calcs,BCS,0,0,0,0
Tax Effect of Unusual Items,BCS,"-292,904","-234,728","-152,344","-85,131"
Total Revenue,DB,"31,236,000","26,440,000","25,367,000","23,968,000"
Net Interest Income,DB,"16,123,000","13,983,000","11,115,000","11,526,000"
Interest Income,DB,"43,548,000","24,449,000","16,772,000","17,807,000"
Interest Income from Loans And Lease,DB,"22,032,000","14,238,000","10,650,000","11,439,000"
Interest Income from Loans,DB,"22,032,000","14,238,000","10,650,000","11,439,000"
Interest Income from Securities,DB,"10,689,000","5,450,000","3,875,000","4,508,000"
Interest Income from Deposits,DB,"607,000","352,000","67,000","325,000"
Interest Income from Federal Funds Sold And Securities Purchase Under Agreements To Resell,DB,"1,069,000","504,000","273,000","318,000"
Other Interest Income,DB,"9,151,000","3,905,000","1,907,000","1,217,000"
Interest Expense,DB,"27,425,000","10,466,000","5,657,000","6,281,000"
Interest Expense for Deposit,DB,"10,658,000","3,719,000","1,456,000","1,941,000"
Interest Expense for Short Term Debt,DB,"310,000","111,000","71,000","62,000"
Interest Expense for Long Term Debt And Capital Securities,DB,"6,154,000","2,409,000","1,484,000","1,612,000"
Interest Expense for Federal Funds Sold And Securities Purchase Under Agreements To Resell,DB,"388,000","304,000","148,000","169,000"
Other Interest Expense,DB,"9,915,000","3,923,000","2,498,000","2,497,000"
Non Interest Income,DB,"15,113,000","12,457,000","14,252,000","12,442,000"
Total Premiums Earned,DB,"4,000","3,000","3,000","3,000"
Fees And Commissions,DB,"8,049,000","8,471,000","8,670,000","7,737,000"
Fees & Commission Income,DB,"10,501,000","11,146,000","11,466,000","10,357,000"
Service Charge on Depositor Accounts,DB,"5,312,000","5,621,000","5,726,000","5,263,000"
Trust Fees by Commissions,DB,"3,907,000","4,024,000","3,956,000","3,429,000"
Securities Activities,DB,"1,282,000","1,501,000","1,784,000","1,665,000"
Fees & Commission Expense,DB,"2,452,000","2,675,000","2,796,000","2,620,000"
Investment Banking Profit,DB,"1,156,000","1,368,000","2,264,000","1,688,000"
Trading Gain Loss,DB,"5,506,000","2,745,000","1,954,000","2,230,000"
Gain Losson Saleof Assets,DB,"308,000","-594,000","1,619,000","562,000"
Gain on Sale of Security,DB,"364,000","-852,000","1,542,000","656,000"
Gain on Saleof Loans,DB,"-56,000","258,000","77,000","-94,000"
Gain on Saleof Investment Property,DB,-,-,"10,000","-59,000"
Other Non Interest Income,DB,"90,000","464,000","-258,000","222,000"
Credit Losses Provision,DB,"-1,505,000","-1,226,000","-515,000","-1,792,000"
Non Interest Expense,DB,"20,952,000","20,359,000","21,056,000","19,880,000"
Occupancy And Equipment,DB,"1,478,000","1,429,000","1,727,000","1,724,000"
Professional Expense And Contract Services Expense,DB,"899,000","858,000","924,000","977,000"
Selling General and Administrative,DB,"18,868,000","18,154,000","18,589,000","17,239,000"
General & Administrative Expense,DB,"18,665,000","17,989,000","18,411,000","17,065,000"
Salaries and Wages,DB,"11,131,000","10,712,000","10,418,000","10,471,000"
Other G and A,DB,"7,534,000","7,277,000","7,993,000","6,594,000"
Selling & Marketing Expense,DB,"203,000","165,000","178,000","174,000"
Other Non Interest Expense,DB,"-293,000","-82,000","-184,000","-60,000"
Income from Associates & Other Participating Interests,DB,"-38,000","152,000","98,000","120,000"
Special Income Charges,DB,"-788,000","441,000","-377,000","-1,395,000"
Restructuring & Mergers Acquisition,DB,"513,000","-36,000","445,000","1,178,000"
Impairment of Capital Assets,DB,"233,000","68,000","5,000",0
Other Special Charges,DB,"42,000","-473,000","-73,000","217,000"
Pretax Income,DB,"7,955,000","5,447,000","3,518,000","1,021,000"
Tax Provision,DB,"1,503,000","-107,000","923,000","397,000"
Net Income Common Stockholders,DB,"5,834,000","4,940,000","2,088,000","146,000"
Net Income,DB,"6,332,000","5,420,000","2,451,000","495,000"
Net Income Including Non-Controlling Interests,DB,"6,452,000","5,554,000","2,595,000","624,000"
Net Income Continuous Operations,DB,"6,452,000","5,554,000","2,595,000","624,000"
Minority Interests,DB,"-120,000","-134,000","-144,000","-129,000"
Average Dilution Earnings,DB,0,0,0,0
Diluted NI Available to Com Stockholders,DB,"5,834,000","4,940,000","2,088,000","146,000"
Basic EPS,DB,2.83,2.37,1.00,0.06
Diluted EPS,DB,2.77,2.32,0.97,0.06
Basic Average Shares,DB,"2,064,100","2,084,900","2,096,500","2,108,000"
Diluted Average Shares,DB,"2,104,000","2,125,600","2,143,200","2,170,000"
Interest Income after Provision for Loan Loss,DB,"14,618,000","12,757,000","10,600,000","9,734,000"
Net Income from Continuing & Discontinued Operation,DB,"6,332,000","5,420,000","2,451,000","495,000"
Normalized Income,DB,"6,970,280","5,045,150","2,729,980","1,345,950"
Total Money Market Investments,DB,"1,676,000","856,000","340,000","643,000"
Net Income from Continuing Operation Net Minority Interest,DB,"6,332,000","5,420,000","2,451,000","495,000"
Total Unusual Items Excluding Goodwill,DB,"-788,000","441,000","-377,000","-1,395,000"
Total Unusual Items,DB,"-788,000","441,000","-377,000","-1,395,000"
Tax Rate for Calcs,DB,0,0,0,0
Tax Effect of Unusual Items,DB,"-149,720","66,150","-98,020","-544,050"
